,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text,tweet_created,tweet_location,user_timezone
544,570286565894828032,negative,0.6931,Can't Tell,0.3626,United,OohLaLa09,0,"@united also during the run I was instructed to do, I shattered my computer. http://t.co/oAflfr7WXB",2015-02-24 18:18:07,DC,Eastern Time (US & Canada)
247,569165709516759042,positive,1.0,,,Virgin America,moosekazmi,0,@VirginAmerica thanks guys! Sweet route over the Rockies #airplanemodewason,2015-02-21 16:04:14,"Las Piedras, Peru",
7488,569571829033144320,negative,0.6736,Late Flight,0.6736,Delta,yogadeals,0,@JetBlue I'm over that honestly just would like to get going on the journey.,2015-02-22 18:58:00,nyc,Mountain Time (US & Canada)
12420,570193870769811456,negative,0.7,Customer Service Issue,0.7,American,ianbeyer,0,@AmericanAir Requiring customers to fill out all the contact information each time seems designed to prevent or limit interaction.,2015-02-24 12:09:47,"Wichita, Kansas",Central Time (US & Canada)
4504,570195784358100993,neutral,0.6563,,0.0,Southwest,davidgoodson71,0,@SouthwestAir it's a new day and a new chance for you to do the right thing it's never too Late Flight to be honest.,2015-02-24 12:17:23,,
1047,569953411988369408,positive,1.0,,,United,JessicaLevin,0,@united Please than Robin at EWR Premiere Desk for helping me get on a an earlier flight. She did the work.  Huge thanks.,2015-02-23 20:14:17,"Edison, NJ",Eastern Time (US & Canada)
1596,569650320613052416,negative,1.0,Late Flight,1.0,United,trinjw,0,@united what a long day of delays. Please get us to Dallas tonight!!!!  Fingers crossed!!!  #winterstorm2015 #whichisworsedenordfw.,2015-02-23 00:09:54,,
10888,568800165886210048,negative,1.0,Customer Service Issue,1.0,US Airways,DoctorRedz,0,@USAirways Still on hold. 1 hour and 45 minutes and counting. Platinum? Who cares? Problems checking in? Who cares?,2015-02-20 15:51:42,Jamaica,Eastern Time (US & Canada)
9200,570071350133579776,negative,1.0,Can't Tell,0.6779999999999999,US Airways,elysebeme,0,"@USAirways yes, but I had to pay more for another flight to get me out tomorrow since there weren't anymore for tonight...not fun :-/",2015-02-24 04:02:55,,
6968,569979057028227072,positive,0.6804,,0.0,Delta,Redray18,0,“@JetBlue: Our fleet's on fleek. http://t.co/g12sn5qsqZ”- no... Yall better than this,2015-02-23 21:56:11,,
1297,569846678351540224,negative,1.0,Can't Tell,0.3456,United,artistanxiety,0,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.,2015-02-23 13:10:10,Punk is the preacher.,Arizona
9431,569939368598753280,negative,1.0,Late Flight,0.7118,US Airways,Mister617,0,@USAirways stranding a student trying to get to Birmingham in CLT overnight w/o any help.  You can do better than that.  @av_duffy,2015-02-23 19:18:29,@Mister617 follows you,Quito
6541,567790510502371328,negative,0.6701,Bad Flight,0.3608,Southwest,ginnyrajnes,0,@SouthwestAir: why no charging station in SAN?,2015-02-17 20:59:41,"baltimore,  md",
4572,570009135519035392,neutral,0.7273,,0.0,Southwest,JReneeX0X0,0,@SouthwestAir any word when the customer relations department will open back up?,2015-02-23 23:55:42,Around...,Eastern Time (US & Canada)
9140,570151995472027649,negative,0.6469,Can't Tell,0.3371,US Airways,NoDoubtMom,0,@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,2015-02-24 09:23:23,"Durham, NC",Eastern Time (US & Canada)
5930,568478881063276545,negative,1.0,Customer Service Issue,1.0,Southwest,LVGully,0,@SouthwestAir A-List Pref credit card holder called exclusive # and hung up after on hold for 14 min. What gives???,2015-02-19 18:35:01,Las Vegas,Pacific Time (US & Canada)
8684,568027443052720130,positive,1.0,,,Delta,philpete,0,"@JetBlue gorgeous day, hope the flight back tomorrow AM is just as pleasant! Thanks",2015-02-18 12:41:10,London,London
12927,569978119530029056,neutral,1.0,,,American,soshoreqt,0,@AmericanAir are pets allowed in first class?,2015-02-23 21:52:28,,Eastern Time (US & Canada)
7363,569644675352662016,negative,0.7013,Lost Luggage,0.7013,Delta,WyattTweets,0,@JetBlue yes. They are working on it. Hoping bag is on the next flight and will deliver home...,2015-02-22 23:47:28,New York,Eastern Time (US & Canada)
6123,568209603332214784,positive,0.7065,,,Southwest,sdemuth,0,@SouthwestAir filing it now. Thank you for your response.,2015-02-19 00:45:00,Maryland,Atlantic Time (Canada)
13236,569909945514233857,negative,1.0,Customer Service Issue,0.6825,American,kslaven,0,@AmericanAir wish you had a better mobile app.  You should look at the app from @united as it is much more seemless to check in,2015-02-23 17:21:34,"Chicago, IL",Central Time (US & Canada)
8988,570297185704812545,neutral,1.0,,,US Airways,EricGuster,0,@USAirways I need help about a ticket. DM me,2015-02-24 19:00:19,✈️ Birmingham ✈️ Brooklyn ✈️,Central Time (US & Canada)
12362,570219815941615616,neutral,1.0,,,American,RockUrHumanity,0,@AmericanAir @USAirways She's on Manch to Charlotte Fl 4628 Told her she could get on a 4pm flight to West Palm Beach. Nothing earlier?,2015-02-24 13:52:52,East Coast/New England,Eastern Time (US & Canada)
6785,570278619416694784,positive,1.0,,,Delta,leezbtv,0,@JetBlue Thanks for the quick reply! Just wanted to make sure it wasn't just my account :),2015-02-24 17:46:32,Seattle,Pacific Time (US & Canada)
14622,569590191758962688,negative,1.0,Late Flight,0.3358,American,Jill_Lynnette,0,I just need a place to sleep when I land without accommodations in PLS @AmericanAir!,2015-02-22 20:10:58,,Eastern Time (US & Canada)
11479,568079633998086144,negative,1.0,Customer Service Issue,1.0,US Airways,suzanneboles,0,@USAirways Thank you. But it is sad that she couldn't talk 2 a REAL person &amp; kept getting disconnected by an automated msg.,2015-02-18 16:08:33,"London, ON'",Eastern Time (US & Canada)
10321,569372340309651457,negative,1.0,Customer Service Issue,1.0,US Airways,ChrisWalters_WV,0,@USAirways I was on hold for 2 hours and still no answer. Is this really how you run your business? http://t.co/P8xFhq4kps,2015-02-22 05:45:19,West Virginia,Central Time (US & Canada)
4846,569683780593545218,negative,1.0,Customer Service Issue,1.0,Southwest,MsNamri,0,@SouthwestAir why does the customer service have rather inconsistent information,2015-02-23 02:22:52,"Las Vegas, NV",Pacific Time (US & Canada)
1135,569916731595972608,negative,1.0,Cancelled Flight,1.0,United,patlee,0,@united How do I get reimbursed for hotel and taxis for the Cancelled Flightation?,2015-02-23 17:48:32,"Bay Area, CA",Pacific Time (US & Canada)
3213,568591705802469376,negative,1.0,Customer Service Issue,0.6572,United,acmejla,1,@united 5.5hrs Late Flightr and you still can't figure it out. Random text updates. #embarrassing #ua3728 http://t.co/vFTUyJh45X,2015-02-20 02:03:21,"Carmel, IN",Eastern Time (US & Canada)
5593,568880030123745280,negative,1.0,Customer Service Issue,0.6609,Southwest,RawTravelTV,0,@SouthwestAir well I HAD a car &amp; free place 2 stay had I known Unacceptable treatment from Spvsr. Sally in Cleveland. #Disappointed,2015-02-20 21:09:03,New York City,Eastern Time (US & Canada)
3371,568489967808327682,negative,1.0,Customer Service Issue,1.0,United,Dile___,0,@united Just saying the truth. You don't even an email! #2015,2015-02-19 19:19:05,,Athens
8963,567667301067915264,neutral,1.0,,,Delta,BritishAirNews,0,"@JetBlue CEO weighs profits, flyers - @ChronicleHerald (registration) http://t.co/l2n0egHdgn",2015-02-17 12:50:05,UK,Sydney
2436,569209084144005120,negative,1.0,Late Flight,0.6941,United,AngelikaGiatras,1,@united UNBELIEVABLY DISAPPOINTED. DELAY AFTER DELAY. STOP MESSING WITH MY LIFE.,2015-02-21 18:56:35,"Chicago, IL",Eastern Time (US & Canada)
3565,568264441906618368,neutral,0.7168,,,United,vasm21,0,@united thanks,2015-02-19 04:22:55,Panamá,
4547,570040162840907776,neutral,0.6696,,0.0,Southwest,Aubrey__Cyr,0,@SouthwestAir how much is ur wifi fam,2015-02-24 01:59:00,CT,
7777,569253270356664322,negative,1.0,Cancelled Flight,1.0,Delta,Marc_keting,0,@JetBlue You already Cancelled Flightled the one b4 us to DCA,2015-02-21 21:52:10,"Washington, DC",Eastern Time (US & Canada)
11323,568211517398786048,negative,0.6588,Late Flight,0.6588,US Airways,unicatfan,0,@USAirways I was re accommodated for my DSM flight tonight after a delay from Myrtle Beach now the flight to DSM is back on for tonight?,2015-02-19 00:52:37,"ÜT: 41.5333,-93.62944",Central Time (US & Canada)
5985,568446450700558336,positive,1.0,,,Southwest,iammmadeux,0,"@SouthwestAir SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",2015-02-19 16:26:09,CT,Eastern Time (US & Canada)
3138,568646083162836992,positive,1.0,,,United,owenmcstravick,0,"@united thanks, that would be awesome.",2015-02-20 05:39:25,UK,London
9743,569684686160719872,neutral,1.0,,,US Airways,DontenPhoto,0,@USAirways Flight 4424 operated by @FlyRepublicAir (N813MA) arrives at @FlyTPA following flight from Reagan National http://t.co/OSc9OFlol3,2015-02-23 02:26:28,"Englewood, Florida",Eastern Time (US & Canada)
12521,570129843594997760,negative,1.0,longlines,0.3598,American,danilo23donna,0,@AmericanAir its not weather thats why i said the other people received hotel rooms while the people at the end of the line did not get them,2015-02-24 07:55:21,,
3615,568232723170484224,negative,0.6633,Cancelled Flight,0.3367,United,ousoonerfanatic,0,@united @staralliance Now do the right thing and reinstate the tickets you voided #UnitedFail,2015-02-19 02:16:53,"Semiahmoo, WA Soonerland",Pacific Time (US & Canada)
10261,569435327544369153,negative,1.0,Can't Tell,0.6771,US Airways,PepeStudioNYC,1,@USAirways duh on baggage claim 2 more hours and counting .. Flights 622 &amp; 1898 http://t.co/DkZl57uPQI,2015-02-22 09:55:36,brooklyn,Quito
3935,567946595481706496,neutral,0.3449,,0.0,United,travellinghobby,0,"@united Thanks. UA1121, DEN, 40 min on tarmac.",2015-02-18 07:19:54,,Atlantic Time (Canada)
9669,569731306092961792,negative,0.6632,Customer Service Issue,0.6632,US Airways,SmileyNthahood,0,Number or email? That's the purpose of sending you a tweet? @USAirways,2015-02-23 05:31:43,,Pacific Time (US & Canada)
6604,567761297879646208,negative,1.0,Flight Attendant Complaints,1.0,Southwest,Foxycleo13,0,@SouthwestAir Ive had on an airline. Everyone else has been great but she soured the whole experience for me. Hope she's not there next time,2015-02-17 19:03:36,"Memphis, TN",Central Time (US & Canada)
12698,570057809037008896,negative,1.0,Late Flight,1.0,American,Vink401,0,@AmericanAir thanks for making this the worst flying experience ever. 4 different planes of mechanical issues and 12 hours and counting,2015-02-24 03:09:07,"Miami, FL",
1499,569697298768203776,negative,0.6606,Can't Tell,0.3425,United,bricon67,0,@United maybe find a different gate #ua1758,2015-02-23 03:16:35,"ÜT: 33.987103,-118.399024",
1791,569583943772610560,negative,1.0,Cancelled Flight,0.6495,United,rayja9,0,@united the emails/calls over the past months about flight changes were helpful wish you would have sent them on the Cancelled Flightlation yesterday,2015-02-22 19:46:09,,
841,570055700790931456,negative,1.0,Customer Service Issue,0.6667,United,JeffPKirkland,0,@united computers are down but you stopped giving updates and took my flight info off the app. That's just ridiculous keep people updated!,2015-02-24 03:00:44,Oregon,Pacific Time (US & Canada)
12397,570202173172281344,negative,1.0,Flight Attendant Complaints,1.0,American,joylauren3,0,@AmericanAir as your flight attendants are an extension of your brand - bitchy flight attendants on 5:30 am flights are not appreciated.,2015-02-24 12:42:46,"St. Louis, MO",Hawaii
11151,568475947617411072,neutral,1.0,,,US Airways,Darren_howudoin,0,"“@USAirways: Reminder: From 2/28, we’ll be tweeting from @AmericanAir.  http://t.co/mFMNKmvOTR”RT I look 4ward to that follow back too!",2015-02-19 18:23:22,North Carolina/LosAngeles,Eastern Time (US & Canada)
108,569881548515708928,neutral,0.6593,,0.0,Virgin America,drcaseydrake,0,@VirginAmerica I was scheduled for SFO 2 DAL flight 714 today. Changed to 24th due weather. Looks like flight still on?,2015-02-23 15:28:43,"Dallas, TX",
2320,569259575800569857,negative,1.0,Can't Tell,0.6951,United,jcharvardapp,0,"@united no bag tagging, led to many people backing up the aisle to front with bags",2015-02-21 22:17:13,,Atlantic Time (Canada)
11064,568544211370418176,negative,1.0,Customer Service Issue,1.0,US Airways,KateWells3,0,@USAirways @AmericanAir Total lack of cust. service for a mom flying solo w. baby. Will not be flying w. Am. Air again!!!,2015-02-19 22:54:37,,
814,570067529206358016,negative,1.0,Customer Service Issue,0.3582,United,sacsmitty,0,@united agent helps the person in front of me.  Finishes up with them and then walks away.  The guy behind me is as shocked as I am.,2015-02-24 03:47:44,"Rocklin, CA",
10611,569126397161054208,negative,1.0,Customer Service Issue,0.6406,US Airways,ndngenuity,0,"@USAirways I don't want a reservation change, just adding a service. Am going public with this to get help.",2015-02-21 13:28:01,Chesapeake Bay watershed,Eastern Time (US & Canada)
4391,570274049118625792,negative,1.0,Bad Flight,0.3542,Southwest,bmorechi,0,"@SouthwestAir had to let us off the plane bc the toilets done even work! There goes my family vacay to playa del Carmen, Mexico! #neveragain",2015-02-24 17:28:23,Chicago,Central Time (US & Canada)
1607,569646538814824449,negative,1.0,Customer Service Issue,0.3502,United,aminghadersohi,0,"@united sitting on the runway in Newark, they won't let the plane to a gate. My connection boards in 1 minute. @united hates us all.",2015-02-22 23:54:53,"San Francisco, CA",
3316,568533330557186048,negative,1.0,Customer Service Issue,1.0,United,Caraba10,0,"@united keeps delaying my flight, horrible customer service",2015-02-19 22:11:23,,
12966,569972513721229312,negative,1.0,Can't Tell,0.6777,American,ezemanalyst,0,"@AmericanAir hah, best flight attendant response, if you not happy getting screwed over, you have other carriers.   hahahah pathetic",2015-02-23 21:30:11,,
10579,569165517614944256,negative,0.691,Bad Flight,0.3721,US Airways,lumpuck,0,@usairways - thanks for the 5+ hour flight from PIT to PHX with zero entertainment. Guess why I have a quarter million + miles on Delta,2015-02-21 16:03:28,"Wexford, PA",
13920,569691049116839936,negative,0.6337,Cancelled Flight,0.6337,American,0veranalyser,0,"@AmericanAir Thanks - I note some, but not all, flights are Cancelled Flightled - are only some aircraft/runways working out of DFW today/tomorrow?",2015-02-23 02:51:45,,Perth
10379,569342681551400960,negative,1.0,Late Flight,0.3786,US Airways,realmattberry,0,@USAirways please help on hold 3 hours can't change flights I'm stuck here,2015-02-22 03:47:27,NYC,Eastern Time (US & Canada)
349,568519971971538945,negative,0.3617,Flight Booking Problems,0.3617,Virgin America,jamonholmgren,0,@VirginAmerica It's fine. Already done with my purchase. But you should try it. Just go most of the way through then go back 3,2015-02-19 21:18:18,"Vancouver, WA",Arizona
7006,569958895700959232,neutral,0.7084,,0.0,Delta,ChristianJPerez,0,“@JetBlue: Our fleet's on fleek. http://t.co/we7Pf5Ll1Y” lol!!!!!,2015-02-23 20:36:04,,Central Time (US & Canada)
11325,568211021497638912,negative,1.0,Flight Booking Problems,1.0,US Airways,ximplosionx,0,@USAirways Oh certainly. And now I have two $275 pending transactions on my bank account. Really happy that I was charged double.,2015-02-19 00:50:39,"Redmond, WA",Eastern Time (US & Canada)
